ticker,cik,name,sector,subsector,valuation_price,price_date,price_observations,price_status,price_reason,filing_date,period_end,revenue_ttm,operating_income_ttm,net_income_ttm,free_cash_flow_ttm,cash_and_equivalents,total_debt,stockholders_equity,shares_outstanding,market_cap,net_debt,enterprise_value,earnings_yield,free_cash_flow_yield,price_to_earnings,price_to_fcf,ev_to_operating_income,operating_margin,five_year_revenue_growth,positive_fcf_years,historical_fcf_years,net_debt_to_fcf,price_to_book,five_year_median_fcf,historical_net_income_years,five_year_median_net_income,calculation_status,calculation_warnings,snapshot_source_url,price_source_url
CRL,0001100682,Charles River Laboratories,Health Care,Life Sciences Tools & Services,281.33,2026-08-14,5,ok,,2026-08-05,2026-07-25,4028615000.0,124521000.0,-64881000.0,578495000.0,192025000.0,1632220000.0,2839636000.0,47738872.0,13430376859.76,1440195000,14870571859.76,-0.00483091432783215,0.0430736237739748,,23.2160638549339,119.422200751359,0.0309091337841913,0.0319461093790716,5,5,2.48955479304056,4.72961212625844,501610000,5,398837000,partial,nonpositive_net_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0001100682.json,https://hfdatalibrary.com/pages/data
CRM,0001108524,Salesforce,Information Technology,Application Software,197.46,2026-08-14,5,ok,,2026-05-28,2026-05-21,38591000000.0,7438000000.0,-31577000.0,12647000000.0,8935000000.0,39280000000.0,34235000000.0,819000000.0,161719740000,30345000000,192064740000,-0.000195257548645577,0.0782031927580393,,12.7872017079149,25.8220946490992,0.192739239719105,0.11891661202296,5,5,2.39938325294536,4.7238130568132,9498000000,5,4136000000,partial,nonpositive_net_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0001108524.json,https://hfdatalibrary.com/pages/data
CRWD,0001535527,CrowdStrike,Information Technology,Systems Software,221.89,2026-08-14,5,ok,,2026-06-04,2026-05-28,,-242049000.0,-163880000.0,1091686000.0,4552801000.0,745843000.0,4633877000.0,254564820.0,56485387909.8,-3806958000,52678429909.8,-0.00290128130591394,0.0193268744430557,,51.7414237333812,,,,5,5,-3.48722801245047,12.1896606038097,989678000,5,-161165000,partial,missing_revenue_ttm;nonpositive_operating_income_ttm;nonpositive_net_income_ttm;insufficient_revenue_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0001535527.json,https://hfdatalibrary.com/pages/data
CSCO,0000858877,Cisco,Information Technology,Communications Equipment,120.925,2026-08-14,5,ok,,2026-05-19,2026-05-14,55623000000.0,11291000000.0,,12803000000.0,7083000000.0,31303000000.0,48861000000.0,3941434665.0,476617986865.125,24220000000,500837986865.125,,0.0268621838722655,,37.2270551327911,44.3572745430099,0.202991568236161,0.0327821614836095,5,5,1.8917441224713,9.75456881490606,13288000000,5,10591000000,partial,missing_net_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000858877.json,https://hfdatalibrary.com/pages/data
CSGP,0001057352,CoStar Group,Real Estate,Real Estate Services,31.435,2026-08-14,5,ok,,2026-07-29,2026-07-27,2914800000.0,-6100000.0,7000000.0,92800000.0,1266000000.0,994000000.0,7932000000.0,405197588.0,12737386178.78,-272000000,12465386178.78,0.000549563301430064,0.00728563919610142,1819.62659696857,137.256316581681,,-0.00209276794291204,0.1368149559476,4,5,-2.93103448275862,1.60582276585729,346000000,5,292600000,partial,nonpositive_operating_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0001057352.json,https://hfdatalibrary.com/pages/data
CSX,0000277948,CSX Corporation,Industrials,Rail Transportation,50.13,2026-08-14,5,ok,,2026-07-22,2026-06-30,14155000000.0,4784000000.0,3102000000.0,2006000000.0,1958000000.0,9832000000.0,8456000000.0,1852474917.0,92864567589.21,7874000000,100738567589.21,0.0334034829486507,0.0216013497082506,29.9369979333366,46.2934035838534,21.0573928907212,0.337972447898269,0.0299697515906827,5,5,3.92522432701894,10.9820917205783,3257000000,5,3668000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000277948.json,https://hfdatalibrary.com/pages/data
CTAS,0000723254,Cintas,Industrials,Diversified Support Services,202.03,2026-08-14,5,ok,,2026-04-07,2026-03-31,10143464000.0,2309868000.0,374442000.0,1811175000.0,183204000.0,2614801000.0,4788383000.0,400087119.0,80829600651.57,2431597000,83261197651.57,0.00463248608160391,0.0224073233741112,215.866811553111,44.6282665405441,36.0458682710744,0.227719840086188,0.0979107309426836,5,5,1.34255221058153,16.880354109429,1296953000,5,1348010000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000723254.json,https://hfdatalibrary.com/pages/data
CTSH,0001058290,Cognizant,Information Technology,IT Consulting & Other Services,58.605,2026-08-14,5,ok,,2026-04-29,2026-04-24,20091000000.0,3050000000.0,2346000000.0,2134000000.0,1504000000.0,573000000.0,15068000000.0,473869469.0,27771120230.745,-931000000,26840120230.745,0.0844762465650477,0.076842416952179,11.8376471571803,13.0136458438355,8.80003941991639,0.151809267831367,0.0334214507377824,5,5,-0.436269915651359,1.84305284249701,2216000000,5,2230000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001058290.json,https://hfdatalibrary.com/pages/data
CTVA,0001755672,Corteva,Materials,Fertilizers & Agricultural Chemicals,76.23,2026-08-14,5,ok,,2026-07-31,2026-07-24,17177000000.0,,1412000000.0,1978000000.0,2365000000.0,3193000000.0,25159000000.0,667196000.0,50860351080,828000000,51688351080,0.0277622936141164,0.0388908050769987,36.0200786685552,25.7130187462083,,,0.0267862588891237,5,5,0.418604651162791,2.02155694105489,1548000000,5,1105000000,partial,missing_operating_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0001755672.json,https://hfdatalibrary.com/pages/data
CVNA,0001690820,Carvana,Consumer Discretionary,Automotive Retail,74.2,2026-08-14,5,ok,,2026-07-29,2026-06-30,16274000000.0,1502000000.0,988000000.0,615000000.0,2630000000.0,5173000000.0,4028000000.0,,,2543000000,,,,,,,0.0922944574167384,0.122197776078413,3,5,4.1349593495935,,716000000,5,150000000,partial,missing_shares_outstanding,https://data.sec.gov/api/xbrl/companyfacts/CIK0001690820.json,https://hfdatalibrary.com/pages/data
CVS,0000064803,CVS Health,Health Care,Health Care Services,94.79,2026-08-14,5,ok,,2026-08-05,2026-07-29,221662000000.0,8955000000.0,4489000000.0,4780000000.0,11329000000.0,71673000000.0,79702000000.0,1278970369.0,121233601277.51,60344000000,181577601277.51,0.0370276883033809,0.0394280129405571,27.0068169475407,25.3626780915293,20.2766723927984,0.0403993467531647,0.0831457929941333,5,5,12.6242677824268,1.52108606154814,10395000000,5,4586000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000064803.json,https://hfdatalibrary.com/pages/data
CVX,0000093410,Chevron Corporation,Energy,Integrated Oil & Gas,196.615,2026-08-14,5,ok,,2026-08-06,2026-06-30,187736000000.0,,13782000000.0,16102000000.0,4008000000.0,40772000000.0,189883000000.0,1975771274.0,388466269037.51,36764000000,425230269037.51,0.0354779838006198,0.0414501883005065,28.1864946333994,24.1253427547826,,,0.0434030582656111,5,5,2.28319463420693,2.04581910459341,19780000000,5,17749000000,partial,missing_operating_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093410.json,https://hfdatalibrary.com/pages/data
D,0000715957,Dominion Energy,Utilities,Multi-Utilities,68.02,2026-08-14,5,ok,,2026-05-01,2026-04-24,14743000000.0,3637000000.0,2251000000.0,-1221000000.0,351000000.0,34954000000.0,29147000000.0,879455403.0,59820556512.06,34603000000,94423556512.06,0.0376292052640164,-0.0204110438149107,26.5751028485384,,25.9619347022436,0.246693345994709,0.0910320283023589,,0,,2.05237439572031,,5,1981000000,partial,nonpositive_free_cash_flow_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000715957.json,https://hfdatalibrary.com/pages/data
DAL,0000027904,Delta Air Lines,Industrials,Passenger Airlines,90.05,2026-08-14,5,ok,,2026-07-10,2026-06-30,61925000000.0,5785000000.0,4485000000.0,2232000000.0,4665000000.0,12905000000.0,21815000000.0,657623030.0,59218953851.5,8240000000,67458953851.5,0.075735887048035,0.0376906354272495,13.2037801229654,26.531789359991,11.6610119017286,0.0934194590230117,0.20654856111654,4,5,3.69175627240143,2.71459793039193,1141000000,5,3457000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000027904.json,https://hfdatalibrary.com/pages/data
DASH,0001792789,DoorDash,Consumer Discretionary,Specialized Consumer Services,212.61,2026-08-14,5,ok,,2026-08-05,2026-06-30,11895000000.0,542000000.0,776000000.0,1984000000.0,4424000000.0,,9921000000.0,,,,,,,,,,0.0455653635981505,0.294284305355483,5,5,,,1550000000,5,-468000000,partial,missing_shares_outstanding;missing_total_debt,https://data.sec.gov/api/xbrl/companyfacts/CIK0001792789.json,https://hfdatalibrary.com/pages/data
DD,0001666700,DuPont,Industrials,Industrial Conglomerates,144.345,2026-08-14,5,ok,,2026-08-04,2026-07-31,3978000000.0,,-155000000.0,1964000000.0,1740000000.0,7170000000.0,13769000000.0,135042975.0,19492778226.375,5430000000,24922778226.375,-0.00795166282609602,0.10075526316421,,9.92503983012984,,,-0.140771090656685,5,5,2.76476578411405,1.41570035778742,543000000,5,738000000,partial,missing_operating_income_ttm;nonpositive_net_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0001666700.json,https://hfdatalibrary.com/pages/data
DDOG,0001561550,Datadog,Information Technology,Application Software,252.23,2026-08-14,5,ok,,2026-08-06,2026-06-30,3016056000.0,-18250000.0,124580000.0,925459000.0,434957000.0,,4367160000.0,,,,,,,,,,-0.00605094865612575,0.350982733849762,5,5,,,632368000,5,48568000,partial,missing_shares_outstanding;nonpositive_operating_income_ttm;missing_total_debt,https://data.sec.gov/api/xbrl/companyfacts/CIK0001561550.json,https://hfdatalibrary.com/pages/data
DE,0000315189,Deere & Company,Industrials,Agricultural & Farm Machinery,612.49,2026-08-14,5,ok,,2026-05-28,2026-05-03,45568000000.0,9039000000.0,5639000000.0,7379000000.0,7905000000.0,48079000000.0,27406000000.0,269937425.0,165333973438.25,40174000000,205507973438.25,0.0341067227910426,0.0446308755940953,29.3197328317521,22.4060134758436,22.7356979132924,0.198362886235955,0.00928328218634622,5,5,5.44436915571216,6.03276557827665,6878000000,5,7088000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json,https://hfdatalibrary.com/pages/data
DECK,0000910521,Deckers Brands,Consumer Discretionary,Footwear,93.325,2026-08-14,5,ok,,2026-07-30,2026-07-09,5124803000.0,1211572000.0,-2292000.0,880429000.0,1602589000.0,,2301682000.0,136414227.0,12730857734.775,,,-0.00018003500217737,0.0691570841762737,,14.4598346201397,,0.236413380182614,0.148026311363305,5,5,,5.53111061162011,943819000,5,759563000,partial,nonpositive_net_income_ttm;missing_total_debt,https://data.sec.gov/api/xbrl/companyfacts/CIK0000910521.json,https://hfdatalibrary.com/pages/data
DELL,0001571996,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",484.34,2026-08-14,5,ok,,2026-06-09,2026-05-01,96701000000.0,6437000000.0,5936000000.0,3650000000.0,11578000000.0,31161000000.0,-1404000000.0,,,19583000000,,,,,,,0.0665660127609849,0.0291438073216377,5,5,5.36520547945205,,5920000000,5,4576000000,partial,missing_shares_outstanding;nonpositive_stockholders_equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001571996.json,https://hfdatalibrary.com/pages/data
DG,0000029534,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,122.22,2026-08-14,5,ok,,2026-06-02,2026-05-29,41134266000.0,1744083000.0,1153864000.0,1920572000.0,1353113000.0,6735728000.0,8843284000.0,220586647.0,26960099996.34,5382615000,32342714996.34,0.0427989510482767,0.0712375696032555,23.3650586172547,14.0375367319424,18.5442521923211,0.0423997598498536,0.0569733849858554,5,5,2.80261036816115,3.04865251374263,1686176000,5,1661274000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000029534.json,https://hfdatalibrary.com/pages/data
DGX,0001022079,Quest Diagnostics,Health Care,Health Care Services,237.21,2026-08-14,5,ok,,2026-07-23,2026-07-15,10522000000.0,1475000000.0,1004000000.0,1224000000.0,626000000.0,6437000000.0,7516000000.0,110373360.0,26181664725.6,5811000000,31992664725.6,0.0383474469833198,0.0467502740115373,26.0773553043825,21.3902489588235,21.6899421868475,0.140182474814674,0.00567533644511098,5,5,4.74754901960784,3.48345725460351,1314000000,5,1015000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022079.json,https://hfdatalibrary.com/pages/data
DHI,0000882184,D. R. Horton,Consumer Discretionary,Homebuilding,148.81,2026-08-14,5,ok,,2026-07-23,2026-07-16,34575200000.0,,4003900000.0,2785100000.0,2078700000.0,,23819500000.0,279701267.0,41622345542.27,,,0.0961959242766316,0.066913576438684,10.395450821017,14.9446502970342,,,0.0537935961713476,5,5,,1.74740634951489,2024500000,5,4795200000,partial,missing_operating_income_ttm;missing_total_debt,https://data.sec.gov/api/xbrl/companyfacts/CIK0000882184.json,https://hfdatalibrary.com/pages/data
DHR,0000313616,Danaher Corporation,Health Care,Life Sciences Tools & Services,206.62,2026-08-14,5,ok,,2026-07-21,2026-07-16,24013000000.0,4417000000.0,,4862000000.0,5687700000.0,26558000000.0,52581000000.0,702986054.0,145250978477.48,20870300000,166121278477.48,,0.0334730963671533,,29.8747384774743,37.6095264834684,0.183942031399659,-0.00236702349409579,5,5,4.29253393665158,2.76242327984405,5781000000,5,4764000000,partial,missing_net_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000313616.json,https://hfdatalibrary.com/pages/data
DIS,0001744489,Walt Disney Company (The),Communication Services,Movies & Entertainment,103.52,2026-08-14,5,ok,,2026-08-05,2026-07-29,94535000000.0,17726000000.0,12552000000.0,11548000000.0,5185000000.0,46041000000.0,110032000000.0,1726686902.0,178746628095.04,40856000000,219602628095.04,0.0702223036807501,0.0646054145080706,14.2404898099936,15.4785788097541,12.3887300064899,0.187507272438779,0.088184759281527,5,5,3.53792864565293,1.62449676544133,4897000000,5,3505000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001744489.json,https://hfdatalibrary.com/pages/data
DLR,0001297996,Digital Realty,Real Estate,Data Center REITs,197.085,2026-08-14,5,ok,,2026-05-01,2026-04-29,5631462000.0,519358000.0,406885000.0,,2426631000.0,3271848000.0,23368753000.0,351406070.0,69256865305.95,845217000,70102082305.95,0.00587501323085502,,170.212382628875,,134.978343081169,0.0922243637620213,0.0839478788267911,,0,,2.96365258796436,,5,950312000,partial,missing_free_cash_flow_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0001297996.json,https://hfdatalibrary.com/pages/data
DLTR,0000935703,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,129.5,2026-08-14,5,ok,,2026-05-28,2026-05-26,18036700000.0,1464200000.0,-2986800000.0,1607500000.0,1007300000.0,2932600000.0,3507000000.0,192174588.0,24886609146,1925300000,26811909146,-0.120016350257989,0.064592970081598,,15.4815608995334,18.3116440008196,0.0811789296268164,-0.073292004056288,5,5,1.19769828926905,7.09626722155689,892800000,5,1282500000,partial,nonpositive_net_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000935703.json,https://hfdatalibrary.com/pages/data
DOC,0000765880,Healthpeak Properties,Real Estate,Health Care REITs,,,,excluded,ticker_unavailable,2026-08-05,2026-08-03,586590000.0,,192493000.0,349698000.0,1626827000.0,10032186000.0,7844750000.0,689527260.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0000765880.json,
DOV,0000029905,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,208.05,2026-08-14,5,ok,,2026-07-23,2026-07-17,7829059000.0,1279587000.0,2292968000.0,1069277000.0,739144000.0,3313968000.0,7704004000.0,134680225.0,28020220811.25,2574824000,30595044811.25,0.0818326170748584,0.0381609055547018,12.2200662247576,26.20482888087,23.9100934998949,0.16344071490584,0.00581366339633394,5,5,2.40800466109343,3.63709842456598,944400000,5,1093956000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000029905.json,https://hfdatalibrary.com/pages/data
DOW,0001751788,Dow Inc.,Materials,Commodity Chemicals,30.57,2026-08-14,5,ok,,2026-04-24,2026-03-31,42630000000.0,,373000000.0,-370000000.0,4110000000.0,16208000000.0,15249000000.0,720741438.0,22033065759.66,12098000000,34131065759.66,0.016929101200384,-0.0167929422094962,59.0698813931903,,,,-0.0765756322084845,3,5,,1.44488594397403,2840000000,5,1201000000,partial,missing_operating_income_ttm;nonpositive_free_cash_flow_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0001751788.json,https://hfdatalibrary.com/pages/data
DPZ,0001286681,Domino's,Consumer Discretionary,Restaurants,353.4,2026-08-14,5,ok,,2026-07-20,2026-07-13,4781233000.0,907622000.0,,613174000.0,164836000.0,1536543000.0,-3982431000.0,33081735.0,11691085149,1371707000,13062792149,,0.0524479971008036,,19.0665050197823,14.3923264850345,0.189830112860009,,4,4,2.23705995361839,,498740000,4,551644000,partial,missing_net_income_ttm;nonpositive_stockholders_equity;insufficient_revenue_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0001286681.json,https://hfdatalibrary.com/pages/data
DRI,0000940944,Darden Restaurants,Consumer Discretionary,Restaurants,223.58,2026-08-14,5,ok,,2026-07-24,2026-05-31,13210900000.0,1582800000.0,1206700000.0,1119100000.0,219500000.0,1574500000.0,2207500000.0,114077969.0,25505552309.02,1355000000,26860552309.02,0.0473112671852729,0.0438767208975213,21.1366141617801,22.7911288616031,16.9702756564443,0.11981015676449,0.0821286599808633,5,5,1.21079438834778,11.5540440810963,1020500000,5,1027600000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000940944.json,https://hfdatalibrary.com/pages/data
DTE,0000936340,DTE Energy,Utilities,Multi-Utilities,138.51,2026-08-14,5,ok,,2026-04-30,2026-03-31,11300000000.0,2198000000.0,1316000000.0,,238000000.0,13173000000.0,12323000000.0,208028313.0,28814001633.63,12935000000,41749001633.63,0.0456722400703984,,21.8951380194757,,18.9940862755369,0.194513274336283,,,0,,2.33822945984176,,5,1397000000,partial,missing_free_cash_flow_ttm;insufficient_revenue_history;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000936340.json,https://hfdatalibrary.com/pages/data
DUK,0001326160,Duke Energy,Utilities,Electric Utilities,123.51,2026-08-14,5,ok,,2026-05-05,2026-04-30,,8306000000.0,4867000000.0,-189000000.0,2140000000.0,87872000000.0,54457000000.0,779596217.0,96287928761.67,85732000000,182019928761.67,0.0505463152296764,-0.00196286286796977,19.7838357841935,,21.9142702578461,,,1,5,,1.76814603745469,-1694000000,5,3579000000,partial,missing_revenue_ttm;nonpositive_free_cash_flow_ttm;insufficient_revenue_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0001326160.json,https://hfdatalibrary.com/pages/data
DVA,0000927066,DaVita,Health Care,Health Care Services,180.15,2026-08-14,5,ok,,2026-08-04,2026-07-31,13161328000.0,2077018000.0,1152441000.0,1288221000.0,668963000.0,5742246000.0,-765096000.0,63800000.0,11493570000,5073283000,16566853000,0.100268323941125,0.112081885784834,9.97323941095466,8.92204831313882,7.97626838091918,0.157812190380788,0.040967977515171,5,5,3.93820858377561,,1310636000,5,1078716000,partial,nonpositive_stockholders_equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000927066.json,https://hfdatalibrary.com/pages/data
DVN,0001090012,Devon Energy,Energy,Oil & Gas Exploration & Production,45.36,2026-08-14,5,ok,,2026-08-05,2026-07-22,16882000000.0,-8957000000.0,2904000000.0,6279000000.0,950000000.0,10053000000.0,41747000000.0,1100000000.0,49896000000,9103000000,58999000000,0.0582010582010582,0.125841750841751,17.1818181818182,7.94648829431438,,-0.530565098921929,0.0511402961411782,5,5,1.44975314540532,1.19519965506503,2955000000,5,2942000000,partial,nonpositive_operating_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0001090012.json,https://hfdatalibrary.com/pages/data
DXCM,0001093557,Dexcom,Health Care,Health Care Equipment,89.8,2026-08-14,5,ok,,2026-07-30,2026-07-23,4300800000.0,687200000.0,571500000.0,570800000.0,1105000000.0,2900000.0,2621400000.0,377360765.0,33886996697,-1102100000,32784896697,0.0168648760794607,0.0168442191883748,59.2948323657043,59.3675485231254,47.7079404787544,0.159784226190476,0.174671966671353,5,5,-1.93079887876664,12.9270606153201,511900000,5,541500000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001093557.json,https://hfdatalibrary.com/pages/data
EBAY,0001065088,eBay Inc.,Consumer Discretionary,Broadline Retail,104.58,2026-08-14,5,ok,,2026-08-06,2026-07-31,10470000000.0,2228000000.0,2176000000.0,1409000000.0,2310000000.0,8566000000.0,4665000000.0,445000000.0,46538100000,6256000000,52794100000,0.0467573880326012,0.0302762682619187,21.3869944852941,33.0291696238467,23.6957360861759,0.21279847182426,0.0159297402523673,5,5,4.44002838892832,9.97601286173633,1956000000,5,2031000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001065088.json,https://hfdatalibrary.com/pages/data
ECHO,0001415404,EchoStar,Communication Services,Wireless Telecommunication Services,,,,excluded,ticker_unavailable,2026-08-03,2026-06-30,15452639000.0,-524997000.0,-318807000.0,-693575000.0,439988000.0,1495994000.0,14155098000.0,,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0001415404.json,
ECL,0000031462,Ecolab,Materials,Specialty Chemicals,278.465,2026-08-14,5,ok,,2026-08-06,2026-06-30,15723900000.0,2893000000.0,2155300000.0,1573900000.0,5135300000.0,6150300000.0,10055500000.0,280328603.0,78061704434.395,1015000000,79076704434.395,0.0276102093288441,0.0201622551211746,36.2184867231453,49.5976265546699,27.3338072707898,0.183987433143177,0.0600968777246997,5,5,0.644894847194866,7.76308531991398,1637000000,5,1393000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000031462.json,https://hfdatalibrary.com/pages/data
ED,0001047862,Consolidated Edison,Utilities,Multi-Utilities,107.58,2026-08-14,5,ok,,2026-05-07,2026-04-30,16077000000.0,2784000000.0,2163000000.0,-587000000.0,147000000.0,25801000000.0,25596000000.0,368529705.0,39646425663.9,25654000000,65300425663.9,0.0545572510958918,-0.0148058744305541,18.3293692389736,,23.4556126666307,0.173166635566337,0.0609507043118815,0,2,,1.5489305228903,,5,1820000000,partial,nonpositive_free_cash_flow_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0001047862.json,https://hfdatalibrary.com/pages/data
EFX,0000033185,Equifax,Industrials,Research & Consulting Services,181.295,2026-08-14,5,ok,,2026-07-21,2026-07-10,5840200000.0,1081900000.0,642500000.0,917000000.0,170100000.0,5467100000.0,4380200000.0,117484896.0,21299424220.32,5297000000,26596424220.32,0.0301651346700276,0.0430528069920861,33.1508548176187,23.2272892260851,24.5830707277198,0.185250505119688,0.0539011050062466,5,5,5.77644492911668,4.86266020280352,813000000,5,664300000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000033185.json,https://hfdatalibrary.com/pages/data
EG,0001095073,Everest Group,Financials,Reinsurance,,,,excluded,ticker_unavailable,2026-08-03,2026-07-27,17675000000.0,,597000000.0,,656095000.0,,15430000000.0,38342734.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0001095073.json,
EIX,0000827052,Edison International,Utilities,Electric Utilities,69.89,2026-08-14,5,ok,,2026-04-28,2026-04-21,17332000000.0,4819000000.0,2986000000.0,-641000000.0,168000000.0,40307000000.0,17320000000.0,384793941.0,26893248536.49,40139000000,67032248536.49,0.111031584598211,-0.0238349784753694,9.00644626138312,,13.9099913958269,0.278040618509116,0.0669678828791256,0,5,,1.55272797554792,-2047000000,5,1407000000,partial,nonpositive_free_cash_flow_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000827052.json,https://hfdatalibrary.com/pages/data
EL,0001001250,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,87.325,2026-08-14,5,ok,,2026-05-01,2026-03-31,14786000000.0,-628000000.0,-1133000000.0,948000000.0,2181000000.0,1068900000.0,3993000000.0,,,-1112100000,,,,,,,-0.0424726092249425,-0.0304900410095085,5,5,-1.17310126582278,,1441000000,5,1010000000,partial,missing_shares_outstanding;nonpositive_operating_income_ttm;nonpositive_net_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0001001250.json,https://hfdatalibrary.com/pages/data
ELV,0001156039,Elevance Health,Health Care,Managed Health Care,,,,excluded,ticker_unavailable,2026-07-15,2026-07-10,189215000000.0,7676000000.0,5349000000.0,5337000000.0,10232000000.0,31044000000.0,44883000000.0,216869290.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0001156039.json,
EME,0000105634,Emcor,Industrials,Construction & Engineering,,,,excluded,ticker_unavailable,2026-07-30,2026-07-24,,1486070000.0,1105261000.0,1208499000.0,924411000.0,0.0,4078907000.0,44109901.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0000105634.json,
EMR,0000032604,Emerson Electric,Industrials,Electrical Components & Equipment,163.8,2026-08-14,5,ok,,2026-08-04,2026-06-30,17780000000.0,,2577000000.0,2741000000.0,2354000000.0,13113000000.0,20379000000.0,557800000.0,91367640000,10759000000,102126640000,0.0282047341925434,0.0299996804120146,35.4550407450524,33.3336884348778,,,0.0864191948710811,5,5,3.92520977745348,4.48342116885029,2667000000,5,2327000000,partial,missing_operating_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000032604.json,https://hfdatalibrary.com/pages/data
EOG,0000821189,EOG Resources,Energy,Oil & Gas Exploration & Production,142.615,2026-08-14,5,ok,,2026-08-04,2026-07-28,22697000000.0,7287000000.0,5732000000.0,,4907000000.0,7926000000.0,31864000000.0,524529176.0,74805728435.24,3019000000,77824728435.24,0.0766251478315895,,13.0505457842359,,10.6799407760725,0.321055646120633,0.0496806110712138,,0,,2.34765655395556,,5,6403000000,partial,missing_free_cash_flow_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000821189.json,https://hfdatalibrary.com/pages/data
EQIX,0001101239,Equinix,Real Estate,Data Center REITs,1063.18,2026-08-14,5,ok,,2026-07-29,2026-07-28,8943000000.0,1480000000.0,992000000.0,3258135000.0,979000000.0,19873000000.0,14382000000.0,98671686.0,104905763121.48,18894000000,123799763121.48,0.00945610584664707,0.0310577312728482,105.751777340202,32.1981020189403,83.6484885955946,0.165492564016549,0.0856195247651179,3,5,5.79902306073874,7.29424023929078,183000000,5,814000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001101239.json,https://hfdatalibrary.com/pages/data
EQR,0000906107,Equity Residential,Real Estate,Multi-Family Residential REITs,65.8,2026-08-14,5,ok,,2026-07-30,2026-07-24,2720910000.0,1160585000.0,1045971000.0,1537712000.0,36405000.0,8241242000.0,10514980000.0,374944409.0,24671342112.2,8204837000,32876179112.2,0.0423961937394061,0.062327861735564,23.5870230744447,16.0441891018604,28.3272479932103,0.426542958054474,,,0,5.33574362429376,2.34630423569042,,5,1070975000,partial,insufficient_revenue_history;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000906107.json,https://hfdatalibrary.com/pages/data
